video_id,lecture_title,primary_tag,topic_label,entity_name,confidence,tag_score,tag_margin,tag_runner_up,start_sec,end_sec,start_label,end_label,duration_sec,video_time_url,tag_status,excerpt
YT_Cyto_Thyroid_Bongiovanni,YT Cyto Thyroid Bongiovanni,Cyto_Thyroid::Intermediate::Noninvasive_Follicular_Thyroid_Neoplasm_NIFTP,Noninvasive Follicular Thyroid Neoplasm NIFTP,Noninvasive_Follicular_Thyroid_Neoplasm_NIFTP,high,0.7451,0.1074,Cyto_Thyroid::Category::Follicular_Neoplasm_Suspicious_FN_SFN,1074.0,1180.0,17:54,19:40,106.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Cyto_Thyroid_Bongiovanni.mp4#t=1074,1180",semantic_gated_v0_2,"And you can also see here how different they can present: sometimes with colloid, sometimes with no colloid, sometimes they can also be isolated. And you have here, for example, something that is considered as a normal follicular structure. But what is the problem with this? In this category, you can now also have slight nuclear atypia. This is because features like increased nuclear size, nuclear contour irregularit"
YT_Cyto_Thyroid_Nishino,YT Cyto Thyroid Nishino,Cyto_Thyroid::Category::Atypia_Undetermined_Significance_AUS_FLUS,Atypia Undetermined Significance AUS FLUS,Atypia_Undetermined_Significance_AUS_FLUS,high,0.656,0.0654,Cyto_Thyroid::Category::Follicular_Neoplasm_Suspicious_FN_SFN,1274.24,1397.84,21:14,23:18,123.6,"https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Cyto_Thyroid_Nishino.mp4#t=1274.24,1397.84",semantic_gated_v0_2,"As a side note, the first two editions of the Bethesda system suggested the term follicular lesion of undetermined significance or FLUS as an equivalent alternative name for this category. But in the third edition, the Bethesda system removed FLUS as an option, really just going all in. with the AUS terminology instead for simplicity. The main challenge with the AUS and follicular neoplasm categories has to do with w"
YT_Cyto_Thyroid_Rossi,YT Cyto Thyroid Rossi,Cyto_Thyroid::Intermediate::Noninvasive_Follicular_Thyroid_Neoplasm_NIFTP,Noninvasive Follicular Thyroid Neoplasm NIFTP,Noninvasive_Follicular_Thyroid_Neoplasm_NIFTP,high,0.7539,0.0882,Cyto_Thyroid::Category::Follicular_Neoplasm_Suspicious_FN_SFN,2322.16,2451.04,38:42,40:51,128.88,"https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Cyto_Thyroid_Rossi.mp4#t=2322.16,2451.04",semantic_gated_v0_2,"Another important metastatic lesion is, of course, renal cell carcinoma, in which we might have these large cohesive groups, with abundant granular/vacuolated cytoplasm, large nuclei, a low nucleocytoplasmic ratio, and prominent nucleoli. And this is an example of metastatic renal cell carcinoma. Localization of a renal cell carcinoma inside a follicular adenoma, positivity for CD-10, and HRC-C negativity for Thyrogl"
YT_Cyto_Thyroid_Rossi,YT Cyto Thyroid Rossi,Cyto_Thyroid::Intermediate::Noninvasive_Follicular_Thyroid_Neoplasm_NIFTP,Noninvasive Follicular Thyroid Neoplasm NIFTP,Noninvasive_Follicular_Thyroid_Neoplasm_NIFTP,high,0.7358,0.1052,Cyto_Pancreatobiliary::Neoplasm_Risk::High_Grade::Intraductal_Tubulopapillary_Neoplasm_ITPN,2451.04,2567.68,40:51,42:48,116.64,"https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Cyto_Thyroid_Rossi.mp4#t=2451.04,2567.68",semantic_gated_v0_2,"The molecular profiling, though explored, has been largely unsuccessful for definitive NIFTP diagnosis. RAS mutations are found in up to 60% of cases, but they are also positive in follicular adenoma and follicular carcinoma. NRAS K601E is present in 10% of the cases. PAX8::PPARG fusion is seen in 30%, but it is especially associated with oncocytic carcinoma. THADA fusion is also observed, along with others. BRAF V60"
GI_Lecture_10_Colon,GI Lecture 10 Colon,GI::Colon::Congenital_Structural::Structural::Colonic_Solitary_Rectal_Ulcer_SyndROME_Prolapse,Colonic Solitary Rectal Ulcer SyndROME Prolapse,Colonic_Solitary_Rectal_Ulcer_SyndROME_Prolapse,high,0.6815,0.1358,GI::Colon::Neoplastic::IBD_Associated::Colonic_Dysplasia_And_IBD_Related_Adenocarcinoma,872.64,987.04,14:33,16:27,114.4,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_10_Colon.mp4#t=872.64,987.04",semantic_gated_v0_2,"This is not a neoplastic process, but it can present to the clinician like a neoplasm on endoscopy. Patients usually present with symptoms, so this is more often seen in a colonoscopy done for symptoms rather than on screening. Patients can present with pain, bleeding, non-specific findings like diarrhea, constipation, or irritable bowel syndrome-like symptoms. Because of symptoms like bloody diarrhea, this can certa"
GI_Lecture_10_Colon,GI Lecture 10 Colon,GI::Colon::Polyp::Serrated::Colorectal_Hyperplastic_Polyp_Overview,Colorectal Hyperplastic Polyp Overview,Colorectal_Hyperplastic_Polyp_Overview,high,0.6905,0.0637,GI::Stomach::Benign_Precursors::Gastric_Hyperplastic_Polyps,127.28,229.68,2:07,3:50,102.4,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_10_Colon.mp4#t=127.28,229.68",semantic_gated_v0_2,"Hyperplastic polyps are usually asymptomatic due to their small size, typically discovered during screening colonoscopies rather than from symptoms or positive stool blood tests. Most are less than 0.5 cm; if a hyperplastic-appearing polyp is greater than 1 cm, other possibilities like mucosal prolapse or sessile serrated adenoma should be considered. Histologically, these polyps are usually raised but not pedunculat"
GI_Lecture_10_Colon,GI Lecture 10 Colon,GI::Syndrome::Polyposis::Adenomatous::Familial_Adenomatous_Polyposis_APC,Familial Adenomatous Polyposis APC,Familial_Adenomatous_Polyposis_APC,high,0.7036,0.1251,GI::Syndrome::Polyposis::Adenomatous::MUTYH_Associated_Polyposis_MUTYH,2029.12,2160.16,33:49,36:00,131.04,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_10_Colon.mp4#t=2029.12,2160.16",semantic_gated_v0_2,"FAP is an inherited syndrome where individuals have a mutation in the APC gene, which is the basic driver of tubular adenomas. This is not a very common alteration, found in about 0.1% of the population worldwide, but it has a very impressive clinical presentation and incredible consequences. Individuals with classic FAP have more than 100 adenomatous polyps in the colon and essentially a 100% lifetime risk of cancer"
GI_Lecture_10_Colon,GI Lecture 10 Colon,GI::Colon::Polyp::Hamartoma::Juvenile_Polyp,Juvenile Polyp,Juvenile_Polyp,high,0.7552,0.0535,GI::Small_Intestine::Polyp::Hamartoma::Small_Intestinal_Juvenile_Type_Polyp,332.4,420.0,5:32,7:00,87.6,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_10_Colon.mp4#t=332.4,420",semantic_gated_v0_2,"Juvenile polyps are neoplastic but are not considered to have malignant potential. The key is to differentiate them from polyps that do have malignant potential. Moving on to hamartomatous polyps, the juvenile polyp is one that you'll see. Most juvenile polyps encountered are sporadic, even though there is a syndrome of juvenile polyposis. Despite the name, juvenile polyps can be seen at any age. They most often appe"
GI_Lecture_10_Colon,GI Lecture 10 Colon,GI::Syndrome::Polyposis::Hamartomatous::Juvenile_Polyposis_Syndrome,Juvenile Polyposis Syndrome,Juvenile_Polyposis_Syndrome,high,0.7009,0.0602,GI::Colon::Polyp::Hamartoma::Juvenile_Polyp,420.0,484.08,7:00,8:04,64.08,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_10_Colon.mp4#t=420,484.08",semantic_gated_v0_2,"Patients with juvenile polyposis can have anywhere from five to hundreds of polyps in the colon. It is associated with an increased risk of cancer, likely arising in a pre-existing polyp, as a significant number of polyps in patients with juvenile polyposis syndrome exhibit dysplasia. In contrast, dysplasia is rare in sporadic juvenile polyps. The underlying gene defects in juvenile polyposis are either SMAD4 (also k"
GI_Lecture_10_Colon,GI Lecture 10 Colon,GI::Small_Intestine::Polyp::Hamartoma::Small_Intestinal_Peutz_Jeghers_Type_Polyp,Small Intestinal Peutz Jeghers Type Polyp,Small_Intestinal_Peutz_Jeghers_Type_Polyp,high,0.7388,0.0525,GI::Stomach::Polyp::Hamartoma::Gastric_Peutz_Jeghers_Type_Polyp,682.08,818.88,11:22,13:39,136.8,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_10_Colon.mp4#t=682.08,818.88",semantic_gated_v0_2,"Moving on to the Peutz-Jeghers polyp, which is more common in the small intestine. A key differentiating feature is its well-developed, thick, smooth muscle branches with arborizing architecture, unlike simple smooth muscle fibers. The baseline polyp has non-dysplastic nuclei, although secondary dysplasia can occur. Be aware of pseudoinvasion or misplaced epithelium, where epithelium appears invasive within the stalk"
GI_Lecture_11_Esophagus,GI Lecture 11 Esophagus,GI::Esophagus::Inflammatory::Esophagitis::Esophageal_Eosinophilic_Esophagitis,Esophageal Eosinophilic Esophagitis,Esophageal_Eosinophilic_Esophagitis,high,0.6614,0.0897,GI::Stomach::Inflammatory::Gastritis::Gastric_Eosinophilic_Gastritis,893.04,1017.04,14:53,16:57,124.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_11_Esophagus.mp4#t=893.04,1017.04",semantic_gated_v0_2,"Eosinophilic esophagitis (EoE) is characterized by a markedly increased intraepithelial eosinophil count, usually more than 15 eosinophils per one high-power field. It is a very diffuse process involving both the proximal and distal esophagus, unlike reflux esophagitis, which is typically limited to the distal esophagus. However, it's important to note that there is no minimum number of eosinophils required for diagn"
GI_Lecture_13_Stomach2,GI Lecture 13 Stomach2,GI::Stomach::Inflammatory::Gastritis::Gastric_Chronic_Helicobacter_Pylori_Gastritis,Gastric Chronic Helicobacter Pylori Gastritis,Gastric_Chronic_Helicobacter_Pylori_Gastritis,high,0.6816,0.1194,GI::Stomach::Inflammatory::Gastritis::Gastric_Helicobacter_Heilmannii_Gastritis,381.04,502.88,6:21,8:23,121.84,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_13_Stomach2.mp4#t=381.04,502.88",semantic_gated_v0_2,"H. pylori is the most common cause of chronic gastritis in many parts of the world, particularly in developing countries, infecting over 50% of the global population. Although the exact route of transmission is unknown, person-to-person transmission, likely oral-oral or fecal-oral, is suspected. H. pylori produces large amounts of urease, which breaks down urea into ammonia and carbon dioxide, causing a localized pH "
GI_Lecture_13_Stomach2,GI Lecture 13 Stomach2,GI::Stomach::Inflammatory::Gastritis::Gastric_Chronic_Helicobacter_Pylori_Gastritis,Gastric Chronic Helicobacter Pylori Gastritis,Gastric_Chronic_Helicobacter_Pylori_Gastritis,high,0.6967,0.101,GI::Stomach::Inflammatory::Gastritis::Gastric_Helicobacter_Heilmannii_Gastritis,502.88,595.28,8:23,9:55,92.4,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_13_Stomach2.mp4#t=502.88,595.28",semantic_gated_v0_2,"Chronic and active gastritis are distinct. Chronic gastritis is characterized by a prominent lymphoplasmacytic infiltrate, often pushing aside the glands and presenting with lymphoid follicles with germinal centers. Active gastritis is defined by the presence of neutrophilic inflammation, involving the surface foveolar epithelium and/or glandular epithelium or crypts. After H. pylori eradication, while neutrophilic i"
GI_Lecture_13_Stomach2,GI Lecture 13 Stomach2,GI::Stomach::Inflammatory::Gastritis::Gastric_Eosinophilic_Gastritis,Gastric Eosinophilic Gastritis,Gastric_Eosinophilic_Gastritis,high,0.6809,0.0835,GI::Esophagus::Inflammatory::Esophagitis::Esophageal_Eosinophilic_Esophagitis,1250.72,1356.76,20:51,22:37,106.04,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_13_Stomach2.mp4#t=1250.72,1356.76",semantic_gated_v0_2,"Eosinophilic gastritis, as the name suggests, is characterized by a prominent eosinophilic infiltrate limited to the stomach, and the process has to be very diffuse. By definition, the biopsy should demonstrate at least 30 eosinophils per high-power field, involving five separate fields, in the absence of known causes of eosinophilia. However, if additional histologic findings are present, such as intraepithelial agg"
GI_Lecture_13_Stomach2,GI Lecture 13 Stomach2,GI::Stomach::Neoplastic::Neuroendocrine::Gastric_Neuroendocrine_Tumor_Type_1_Autoimmune,Gastric Neuroendocrine Tumor Type 1 Autoimmune,Gastric_Neuroendocrine_Tumor_Type_1_Autoimmune,high,0.6518,0.0526,GI::Stomach::Inflammatory::Gastritis::Gastric_Autoimmune_Metaplastic_Atrophic_Gastritis_AMAG,597.04,680.28,9:57,11:20,83.24,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_13_Stomach2.mp4#t=597.04,680.28",semantic_gated_v0_2,"Moving on to autoimmune gastritis. Autoimmune gastritis is another common entity that usually presents with a prominent lymphoplasmacytic infiltrate, but this is considered an autoimmune disorder characterized by circulating autoantibodies, targeting the intrinsic factor and the parietal cells. Because the majority of these patients have anti-parietal cell autoantibodies, there's a progressive destruction of the pari"
GI_Lecture_4_Peds1,GI Lecture 4 Peds1,GI::Colon::Congenital_Structural::Aganglionosis::Colonic_Hirschsprung_Disease,Colonic Hirschsprung Disease,Colonic_Hirschsprung_Disease,high,0.7134,0.2263,GI::HEME::Site_Specific_Hema::Indolent_T_Cell_Lymphoproliferative_Disorder_of_the_GI_Tract,133.48,255.48,2:13,4:15,122.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_4_Peds1.mp4#t=133.48,255.48",semantic_gated_v0_2,"Hirschsprung disease is relatively common, and you will encounter cases during residency. Its incidence is approximately 1 in 5,000 newborns. Hirschsprung disease is defined by the congenital absence of ganglion cells in the myenteric and submucosal plexuses of the terminal rectum, extending for a variable length into contiguous proximal bowel. This means the absence of ganglion cells may be limited to just the dista"
GI_Lecture_4_Peds1,GI Lecture 4 Peds1,GI::Small_Intestine::Congenital_Structural::Mechanical::Microvillus_Inclusion_Disease,Microvillus Inclusion Disease,Microvillus_Inclusion_Disease,high,0.6788,0.1375,GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy,2511.4,2603.64,41:51,43:24,92.24,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_4_Peds1.mp4#t=2511.4,2603.64",semantic_gated_v0_2,"There appears to be some material present, and upon closer inspection, good microvilli are not clearly visible at the top. It is possible to encounter cases with similar appearances that are not microvillous inclusion disease; therefore, careful assessment is required for a definitive diagnosis. Those findings are real. There are a couple of helpful stains. The first and most commonly used is the PAS stain, which nic"
GI_Lecture_4_Peds1,GI Lecture 4 Peds1,GI::Small_Intestine::Congenital_Structural::Mechanical::Microvillus_Inclusion_Disease,Microvillus Inclusion Disease,Microvillus_Inclusion_Disease,high,0.7129,0.1372,GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy,2603.64,2742.28,43:24,45:42,138.64,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_4_Peds1.mp4#t=2603.64,2742.28",semantic_gated_v0_2,"Electron microscopy is a helpful and diagnostic mainstay for this condition, a role it maintains despite less frequent use in other areas. Key findings include absent, small, or stubby microvilli and vesicular structures, which contribute to the bubbly appearance of the cytoplasm and are often found at the apex of enterocytes, sometimes containing microvilli. While observable in colon, gallbladder, and renal tubular "
GI_Lecture_8_Pancreas,GI Lecture 8 Pancreas,GI::Pancreas::Neoplastic::Cystic::Pancreatic_Intraductal_Oncocytic_Papillary_Neoplasm_IOPN,Pancreatic Intraductal Oncocytic Papillary Neoplasm IOPN,Pancreatic_Intraductal_Oncocytic_Papillary_Neoplasm_IOPN,high,0.8091,0.0886,GI::Pancreas::Benign_Precursors::Pancreatic_Intraductal_Oncocytic_Papillary_Neoplasm,888.64,1015.76,14:49,16:56,127.12,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_8_Pancreas.mp4#t=888.64,1015.76",semantic_gated_v0_2,"Intraductal Oncocytic Papillary Neoplasm (IOPN) is now recognized as a distinct entity, previously considered a subtype of IPMN. It is intraductal and associated with invasive adenocarcinoma in 30% to 50% of cases. IOPN tends to have a distinct appearance with very eosinophilic cytoplasm. The lesion often appears high grade, exhibiting significant nuclear atypia and cribriform spaces, with prominent nuclei. Despite i"
GI_Lecture_8_Pancreas,GI Lecture 8 Pancreas,GI::Pancreas::Neoplastic::Precursor::PanIN_Pancreatic_Intraepithelial_Neoplasia,PanIN Pancreatic Intraepithelial Neoplasia,PanIN_Pancreatic_Intraepithelial_Neoplasia,high,0.8002,0.111,GI::Pancreas::Neoplastic::Cystic::Pancreatic_Intraductal_Tubulopapillary_Neoplasm_ITPN,1269.28,1372.88,21:09,22:53,103.6,"https://storage.googleapis.com/pathology-hub-0/source_videos/GI_Lecture_8_Pancreas.mp4#t=1269.28,1372.88",semantic_gated_v0_2,"Pancreatic intraepithelial neoplasia is a dysplasia or a pre-invasive lesion of the pancreatic duct. There is a progression from normal to low grade, which includes PanIN-1 and PanIN-2, then to high grade, and eventually to invasive carcinoma. This progression has been molecularly defined. KRAS mutations are seen in almost all PanIN-1 lesions. As it progresses, it typically gains CDKN2A mutations or deletions and TP5"
YT_GI_Gastric_Polyps_Montgomery,YT GI Gastric Polyps Montgomery,GI::Stomach::Polyp::Hamartoma::Gastric_Juvenile_Type_Polyp,Gastric Juvenile Type Polyp,Gastric_Juvenile_Type_Polyp,high,0.7368,0.0719,GI::Colon::Polyp::Hamartoma::Juvenile_Polyp,2089.0,2223.0,34:49,37:03,134.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Gastric_Polyps_Montgomery.mp4#t=2089,2223",semantic_gated_v0_2,"A gastric juvenile polyp in a patient known to have juvenile polyposis. So as you can see, this is a hot mess. It was a giant polyp with lots and lots of folveal or hyperplasia and a very complex architecture. This can be very difficult to interpret. To me, this looks like it has folveal or type dysplasia, but it can be a bit subjective. The important thing is what you want to do is get your clinician to check the fl"
GU_Lecture_10_Prostate1,GU Lecture 10 Prostate1,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.7149,0.1582,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,382.0,540.0,6:22,9:00,158.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_10_Prostate1.mp4#t=382,540",semantic_gated_v0_2,"Gleason grading is one of the most important issues with prostate adenocarcinoma after diagnosis. It is the most important tissue-based prognostic and predictive biomarker in prostate cancer, with grade often being a bigger driver than stage in this context. Although developed in the 1960s, the Gleason system was not accepted by the World Health Organization until 2003, taking 30 years to gain global consensus. It pr"
GU_Lecture_10_Prostate1,GU Lecture 10 Prostate1,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.7009,0.2318,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,1078.0,1288.0,17:58,21:28,210.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_10_Prostate1.mp4#t=1078,1288",semantic_gated_v0_2,"Now, I'm going to talk about the Gleason system because it is unique compared to how virtually all other grading systems work. It was formulated in the 1960s, validated in the 1970s, and continues to be refined today because, despite its shortcomings, it remains the most powerful prognostic and predictive indicator. Here are two things that make Gleason grading different from all other grading types: First, it's base"
GU_Lecture_10_Prostate1,GU Lecture 10 Prostate1,GU::Prostate::Squamous_Neoplasms::Prostatic_Stromal_Tumor_of_Uncertain_Malignant_Potential,Prostatic Stromal Tumor of Uncertain Malignant Potential,Prostatic_Stromal_Tumor_of_Uncertain_Malignant_Potential,high,0.6829,0.0563,GU::Prostate::Glandular_neoplasms::Prostatic_Acinar_Adenocarcinoma,45.0,382.0,0:45,6:22,337.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_10_Prostate1.mp4#t=45,382",semantic_gated_v0_2,"I always start off with the list of tumors for these lectures. It is important to have the list of all the different possibilities or the most common possibilities for all the tumors. I try to break these things down into clusters that hopefully make it easier to think about. For prostate tumors, we are primarily talking about prostatic (small acinar) adenocarcinoma, which accounts for virtually every tumor that occu"
GU_Lecture_11_Prostate2,GU Lecture 11 Prostate2,GU::Prostate::Benign::Basal_Cell_Hyperplasia,Basal Cell Hyperplasia,Basal_Cell_Hyperplasia,high,0.7233,0.1108,GU::Prostate::Basal_Cell_Neoplasms::Basal_Cell_Carcinoma,725.0,801.0,12:05,13:21,76.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_11_Prostate2.mp4#t=725,801",semantic_gated_v0_2,"In some instances, one might observe basal cell hyperplasia, characterized by a significant proliferation of basal cells. This proliferation can occur in multiple glands or ducts, potentially forming a basal cell adenoma or, in exceedingly rare cases, a basal cell carcinoma. Basal cell proliferation is sometimes seen in the prostate gland. It is also challenging to discriminate these basal cells from urethelial cells"
GU_Lecture_11_Prostate2,GU Lecture 11 Prostate2,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,High Grade Prostatic Intraepithelial Neoplasia,High_Grade_Prostatic_Intraepithelial_Neoplasia,high,0.6505,0.0526,GU::Prostate::High_Grade_PIN,3068.0,3186.0,51:08,53:06,118.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_11_Prostate2.mp4#t=3068,3186",semantic_gated_v0_2,"This is an example of something at high power with multiple cell layers, exhibiting prominent, clear nucleoli. With the presence of these nucleoli, we need to identify this finding. We also observe some brown pigment. The cytology here differs from the cytology elsewhere; these nuclei are enlarged, while others are tiny, within the same gland. This suggests mixed messages, with both benign and malignant features in t"
GU_Lecture_12_Prostate3,GU Lecture 12 Prostate3,GU::Prostate::Benign::Sclerosing_Adenosis,Sclerosing Adenosis,Sclerosing_Adenosis,high,0.7363,0.0687,GU::Prostate::Benign::Adenosis,2400.0,2504.0,40:00,41:44,104.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_12_Prostate3.mp4#t=2400,2504",semantic_gated_v0_2,"This is another example of a sclerotic lesion. One might initially mistake it for cancer due to the sclerosis. However, observe the clear circumscription along the lesion's edge, which warrants caution in diagnosis. Sclerosing adenosis is shown up close, featuring blue mucin. This presents a diagnostic pitfall, as the presence of blue mucin is often considered indicative of malignancy. However, in this case, sclerosi"
GU_Lecture_13_Prostate4,GU Lecture 13 Prostate4,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.6907,0.1705,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,7.28,66.84,0:07,1:07,59.56,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_13_Prostate4.mp4#t=7.28,66.84",semantic_gated_v0_2,"All right, there we are. Today's lecture will cover Gleason grading. There will be one more prostate lecture next Wednesday, focusing on the latest issues in prostate pathology, particularly introducing lesions. This will be a key area of focus due to ongoing controversy. The lecture will provide everything you need to know about grading. I don't need to go over the motivation; it is essential to learn grading. We ha"
GU_Lecture_13_Prostate4,GU Lecture 13 Prostate4,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.7132,0.1983,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,66.84,226.84,1:07,3:47,160.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_13_Prostate4.mp4#t=66.84,226.84",semantic_gated_v0_2,"For grading prostate cancers, there are more than 40 grading systems in the literature; however, Gleason has proven itself to be the most effective and useful. One of our colleagues, Dr. Jesse McKenny at Cleveland Clinic Foundation, is actually working on a new grading system, though it might get superseded by robots before he finishes. Grading systems are designed in two ways: one is by drawing patterns observed and"
GU_Lecture_13_Prostate4,GU Lecture 13 Prostate4,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.7151,0.1692,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,226.84,334.84,3:47,5:35,108.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_13_Prostate4.mp4#t=226.84,334.84",semantic_gated_v0_2,"Gleason grading in prostate cancer is the most important tissue-based prognostic and predictive factor we currently have for looking at outcomes in primary prostate cancer. This information was quoted directly from the last WHO Blue Book. Interestingly, despite approximately 40 different grading schemes, authors advocate for their own to be the primary standard. Due to political reasons, even though Gleason's scheme "
GU_Lecture_13_Prostate4,GU Lecture 13 Prostate4,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.6846,0.1232,GU::Prostate::Benign::Nonglandular_Patterns,448.84,549.84,7:29,9:10,101.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_13_Prostate4.mp4#t=448.84,549.84",semantic_gated_v0_2,"This explains how Gleason developed his system: he initially created nine distinct schematic patterns that he observed for prostate carcinoma. Comparing outcomes for these nine patterns, they resolved into five different outcome groups. Group one and two each contained one pattern; group three encompassed three patterns; and groups four and five each included two patterns. He combined that into this diagram, which is"
GU_Lecture_13_Prostate4,GU Lecture 13 Prostate4,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.6535,0.095,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,2959.84,3095.84,49:20,51:36,136.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_13_Prostate4.mp4#t=2959.84,3095.84",semantic_gated_v0_2,"I have just gone through all those different subtypes and stressed that it is the growth pattern that matters, not the subtype or variant. The Gleason system has been modified since its original description. The International Society of Urologic Pathologists (ISUP) held two consensus meetings in 2005 and 2014 to discuss these modifications, bringing together prostate pathologists to identify common areas, make consen"
GU_Lecture_13_Prostate4,GU Lecture 13 Prostate4,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.6673,0.159,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,3257.84,3363.84,54:18,56:04,106.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_13_Prostate4.mp4#t=3257.84,3363.84",semantic_gated_v0_2,"Grade migration has occurred where the lowest possible Gleason score is now six, as grades one and two have been removed from the two to ten scale. Essentially, numbers two through five are no longer used. This is confusing for patients and difficult to explain, leading to significant anxiety; for example, telling a patient they have a 'six' and a 'great outcome' can be met with confusion and fear, as patients percei"
GU_Lecture_13_Prostate4,GU Lecture 13 Prostate4,GU::Prostate::Additional_Topics::Gleason_Grading,Gleason Grading,Gleason_Grading,high,0.7061,0.1874,GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia,3363.84,3498.84,56:04,58:19,135.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_13_Prostate4.mp4#t=3363.84,3498.84",semantic_gated_v0_2,"Grade Group one is assigned to Gleason scores less than seven, where Pattern three is the lowest grade pattern (e.g., 3+3=6). A 3+4 Gleason score corresponds to Grade Group two. A 4+3 Gleason score is Grade Group three. Any Gleason score of eight is Grade Group four, and anything above eight is Grade Group five. UCSF does not include this translation in their reports because it is a simple conversion from a Gleason s"
GU_Lecture_2_Kidney2,GU Lecture 2 Kidney2,GU::Kidney::RCC_Molecular::Fumarate_Hydratase_Deficient_RCC,Fumarate Hydratase Deficient RCC,Fumarate_Hydratase_Deficient_RCC,high,0.671,0.0503,GU::Kidney::Renal_cell::Fumarate_Hydratase_Deficient_Renal_Cell_Carcinoma,3316.0,3442.6,55:16,57:23,126.6,"https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_2_Kidney2.mp4#t=3316,3442.6",semantic_gated_v0_2,"If the diagnosis of FH deficient RCC is made, the patient requires a work-up for hereditary conditions because relatives are at risk for developing these aggressive RCCs, which often have a poor prognosis with limited treatment options beyond surgical resection. These patients frequently present with numerous cutaneous and uterine leiomyomas; close examination of these benign leiomyomas often reveals nucleoli with pe"
