video_id,title,root,package_id,topic_count,segment_count,video_url,topic_tags
YT_GI_Iatrogenic_Montgomery,YT GI Iatrogenic Montgomery,GI,yt_gi_iatrogenic_montgomery_v0_1,2,3,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Iatrogenic_Montgomery.mp4,GI::Esophagus::Inflammatory::Injury::Esophageal_Pill_Induced_Esophagitis | GI::Stomach::Depositional_Metabolic::Gastric_Iron_Pill_Induced_Gastropathy
YT_GI_IBD_Gonzalez,YT GI IBD Gonzalez,GI,yt_gi_ibd_gonzalez_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_IBD_Gonzalez.mp4,GI::Appendix::Inflammatory::Chronic_Granulomatous::Appendiceal_Crohn_Disease | GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy
YT_GI_IBD_Related_Dysplasia,YT GI IBD Related Dysplasia,GI,yt_gi_ibd_related_dysplasia_v0_1,1,4,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_IBD_Related_Dysplasia.mp4,GI::Colon::Neoplastic::IBD_Associated::Colonic_Dysplasia_And_IBD_Related_Adenocarcinoma
YT_GI_Luminal_Biopsy_Furth,YT GI Luminal Biopsy Furth,GI,yt_gi_luminal_biopsy_furth_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Luminal_Biopsy_Furth.mp4,GI::Appendix::Inflammatory::Chronic_Granulomatous::Appendiceal_Crohn_Disease | GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy
YT_GI_Lymphomas_Cruise,YT GI Lymphomas Cruise,GI,yt_gi_lymphomas_cruise_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Lymphomas_Cruise.mp4,GI::Appendix::Inflammatory::Chronic_Granulomatous::Appendiceal_Crohn_Disease | GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy
YT_GI_Mesenchymal_Montgomery,YT GI Mesenchymal Montgomery,GI,yt_gi_mesenchymal_montgomery_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Mesenchymal_Montgomery.mp4,GI::Appendix::Inflammatory::Chronic_Granulomatous::Appendiceal_Crohn_Disease | GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy
YT_GI_Non_IBD_Colitis_Allende_SLIDE_SESSION,YT GI Non IBD Colitis Allende SLIDE SESSION,GI,yt_gi_non_ibd_colitis_allende_slide_session_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Non_IBD_Colitis_Allende_SLIDE_SESSION.mp4,GI::Appendix::Inflammatory::Chronic_Granulomatous::Appendiceal_Crohn_Disease | GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy
YT_GI_Pancreas_Neoplastic_Hruben,YT GI Pancreas Neoplastic Hruben,GI,yt_gi_pancreas_neoplastic_hruben_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Pancreas_Neoplastic_Hruben.mp4,GI::Pancreas::Neoplastic::Precursor::PanIN_Pancreatic_Intraepithelial_Neoplasia
YT_GI_Pancreas_Solid_Basturk,YT GI Pancreas Solid Basturk,GI,yt_gi_pancreas_solid_basturk_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Pancreas_Solid_Basturk.mp4,GI::Appendix::Inflammatory::Chronic_Granulomatous::Appendiceal_Crohn_Disease | GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy
YT_GI_Vascular_Allende,YT GI Vascular Allende,GI,yt_gi_vascular_allende_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_GI_Vascular_Allende.mp4,GI::Appendix::Inflammatory::Chronic_Granulomatous::Appendiceal_Crohn_Disease | GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_CVID_Enteropathy
yt_pathcast_pathboards_high_yield_gu_pathology_for_boards_eubhjs0r8gs,#PATHBOARDS HIGH - YIELD GU PATHOLOGY FOR BOARDS (pathCast),GU,yt_pathcast_pathboards_high_yield_gu_pathology_for_boards_eubhjs0r8gs_v0_1,7,10,https://www.youtube.com/watch?v=eubHjS0r8gs,GU::Kidney::Renal_cell::Clear_Cell_RCC | GU::Kidney::RCC_Molecular::ELOC_Mutated_RCC | GU::Kidney::Renal_cell::ELOC_TCEB1_Mutated_Renal_Cell_Carcinoma | GU::Testis::Germ_Cell_Tumors::Embryonal_Carcinoma | GU::Kidney::Renal_cell::SDH_Deficient_Renal_Cell_Carcinoma | GU::Testis::Germ_Cell_Tumors::Seminoma | GU::Kidney::RCC_Molecular::TFEB_altered_RCC
GU_Lecture_1_Kidney1,GU Lecture 1 Kidney1,GU,gu_lecture_1_kidney1_v0_1,4,4,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_1_Kidney1.mp4,GU::Kidney::RCC_Other::Chromophobe_Renal_Cell_Carcinoma | GU::Kidney::RCC_Other::Clear_Cell_Papillary_Renal_Cell_Tumor | GU::Prostate::Additional_Topics::Gleason_Grading | GU::Kidney::Renal_cell::Multilocular_Cystic_Renal_Neoplasm_of_Low_Malignant_Potential
GU_Lecture_10_Prostate1,GU Lecture 10 Prostate1,GU,gu_lecture_10_prostate1_v0_1,6,8,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_10_Prostate1.mp4,GU::Prostate::Additional_Topics::Gleason_Grading | GU::Prostate::Additional_Topics::Margins | GU::Prostate::Inflammatory::Post_Biopsy_Changes | GU::Prostate::Glandular_neoplasms::Prostatic_Acinar_Adenocarcinoma | GU::Prostate::Squamous_Neoplasms::Prostatic_Stromal_Tumor_of_Uncertain_Malignant_Potential | GU::Prostate::Therapy_Effects::Radiation
GU_Lecture_11_Prostate2,GU Lecture 11 Prostate2,GU,gu_lecture_11_prostate2_v0_1,3,5,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_11_Prostate2.mp4,GU::Prostate::Benign::Basal_Cell_Hyperplasia | GU::Prostate::Glandular_neoplasms::High_Grade_Prostatic_Intraepithelial_Neoplasia | GU::Prostate::Histology_&_Anatomy::Histology_&_Anatomy_of_Prostate_Gland
GU_Lecture_12_Prostate3,GU Lecture 12 Prostate3,GU,gu_lecture_12_prostate3_v0_1,6,7,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_12_Prostate3.mp4,GU::Prostate::Benign::Atrophy | GU::Prostate::Benign::Basal_Cell_Hyperplasia | GU::Prostate::Benign::Clear_Cell_Cribriform_Hyperplasia | GU::Prostate::Glandular_neoplasms::Pseudohyperplastic_Prostatic_Adenocarcinoma | GU::Prostate::Benign::Sclerosing_Adenosis | GU::Prostate::Glandular_neoplasms::Treatment_Related_Neuroendocrine_Prostate_Cancer
GU_Lecture_13_Prostate4,GU Lecture 13 Prostate4,GU,gu_lecture_13_prostate4_v0_1,3,21,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_13_Prostate4.mp4,GU::Prostate::Additional_Topics::Gleason_Grading | GU::Prostate::Benign::Large_&_Cribriform_Gland_Patterns | GU::Prostate::Benign::Nonglandular_Patterns
GU_Lecture_2_Kidney2,GU Lecture 2 Kidney2,GU,gu_lecture_2_kidney2_v0_1,6,7,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_2_Kidney2.mp4,GU::Kidney::Renal_cell::Clear_Cell_RCC | GU::Kidney::RCC_Molecular::Fumarate_Hydratase_Deficient_RCC | GU::Kidney::Non_Neoplastic::Renal_Malakoplakia | GU::Kidney::RCC_Molecular::TFE3_rearranged_RCC | GU::Kidney::Medical_Kidney_Disease::Glomerular::Acellular_Closure::Thrombotic_Microangiopathy | GU::Kidney::Non_Neoplastic::Xanthogranulomatous_Pyelonephritis
GU_Lecture_3_Kidney3,GU Lecture 3 Kidney3,GU,gu_lecture_3_kidney3_v0_1,4,4,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_3_Kidney3.mp4,GU::Syndromes::Hereditary_Leiomyomatosis_and_Renal_Cell_Carcinoma_Syndrome | GU::Kidney::RCC_Other::Mucinous_Tubular_and_Spindle_Cell_Carcinoma | GU::Kidney::Nephroblastic_Nephrogenic::Nephroblastoma_Wilms_Tumor | GU::Kidney::Renal_cell::SDH_Deficient_Renal_Cell_Carcinoma
GU_Lecture_4_Kidney4,GU Lecture 4 Kidney4,GU,gu_lecture_4_kidney4_v0_1,2,4,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_4_Kidney4.mp4,GU::Kidney::Mesenchymal_Stromal::Epithelioid_Angiomyolipoma_PEComa | GU::Syndromes::Tuberous_Sclerosis
GU_Lecture_5_Testis,GU Lecture 5 Testis,GU,gu_lecture_5_testis_v0_1,4,4,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_5_Testis.mp4,GU::Testis::Paratesticular::Adenocarcinoma_of_Rete_Testis | GU::Testis::Sex_Cord_Stromal_Tumors::Intratubular_Large_Cell_Hyalinizing_Sertoli_Cell_Neoplasia | GU::Testis::Germ_Cell_Tumors::Seminoma | GU::Testis::Paratesticular::Well_Differentiated_Papillary_Mesothelial_Tumor
GU_Lecture_6_Bladder1,GU Lecture 6 Bladder1,GU,gu_lecture_6_bladder1_v0_1,5,10,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_6_Bladder1.mp4,GU::Bladder::Non_Neoplastic::Cystitis_Glandularis | GU::Bladder::Histology_&_Anatomy::Histology_&_Anatomy_of_Urinary_Bladder | GU::Bladder::Urothelial::Urothelial_Carcinoma_In_Situ | GU::Bladder::Urothelial::Urothelial_Proliferation_of_Uncertain_Malignant_Potential | GU::Bladder::Histology_&_Anatomy::Von_Brunn_Nests
GU_Lecture_7_Bladder2,GU Lecture 7 Bladder2,GU,gu_lecture_7_bladder2_v0_1,4,9,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_7_Bladder2.mp4,GU::Bladder::Urothelial::Flat_Urothelial_Lesions | GU::Bladder::Urothelial::Papillary_Urothelial_Hyperplasia | GU::Bladder::Urothelial::Urothelial_Carcinoma_In_Situ | GU::Bladder::Urothelial::Urothelial_Proliferation_of_Uncertain_Malignant_Potential
GU_Lecture_8_Bladder3,GU Lecture 8 Bladder3,GU,gu_lecture_8_bladder3_v0_1,6,12,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_8_Bladder3.mp4,GU::Bladder::Urothelial::High_Grade_Papillary_Urothelial_Carcinoma | GU::Bladder::Urothelial::Inverted_Urothelial_Papilloma | GU::Bladder::Urothelial::Low_Grade_Papillary_Urothelial_Carcinoma | GU::Bladder::Urothelial::Papillary_Urothelial_Hyperplasia | GU::Bladder::Urothelial::Papillary_Urothelial_Neoplasm_of_Low_Malignant_Potential | GU::Bladder::Urothelial::Urothelial_Proliferation_of_Uncertain_Malignant_Potential
GU_Lecture_9_Bladder4,GU Lecture 9 Bladder4,GU,gu_lecture_9_bladder4_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/GU_Lecture_9_Bladder4.mp4,GU::Bladder::Urothelial::Urothelial_Proliferation_of_Uncertain_Malignant_Potential
Gyn_Lecture_10_Ovary4,Gyn Lecture 10 Ovary4,GYN,gyn_lecture_10_ovary4_v0_1,2,5,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_10_Ovary4.mp4,GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Carcinoid_Tumor | GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Immature_Teratoma
Gyn_Lecture_12_Uterine_Mesenchymal1,Gyn Lecture 12 Uterine Mesenchymal1,GYN,gyn_lecture_12_uterine_mesenchymal1_v0_1,2,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_12_Uterine_Mesenchymal1.mp4,GYN::GENETICS::Hereditary_Leiomyomatosis_and_Renal_Cell_Carcinoma | GYN::Uterus::Neoplastic::Mesenchymal::Intermediate::Smooth_Muscle_Tumor_Uncertain_Potential
Gyn_Lecture_13_Uterine_Mesenchymal2,Gyn Lecture 13 Uterine Mesenchymal2,GYN,gyn_lecture_13_uterine_mesenchymal2_v0_1,1,2,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_13_Uterine_Mesenchymal2.mp4,GYN::Uterine_Corpus::Mesenchymal::Miscellaneous_Mesenchymal::Perivascular_Epithelioid_Cell_Tumor_PEComa_
Gyn_Lecture_2_Grossing2,Gyn Lecture 2 Grossing2,GYN,gyn_lecture_2_grossing2_v0_1,1,2,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_2_Grossing2.mp4,GYN::Fallopian_Tube::Neoplastic::Epithelial::Malignant::Serous_Carcinoma_And_STIC
Gyn_Lecture_3_Cervix_Glandular,Gyn Lecture 3 Cervix Glandular,GYN,gyn_lecture_3_cervix_glandular_v0_1,5,7,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_3_Cervix_Glandular.mp4,GYN::Cervix::Glandular::Adenocarcinoma::Adenocarcinoma_HPV_independent_Mesonephric_Type_of_the_Uterine_Cervix | GYN::Cervix::Neoplastic::Epithelial::Benign::Endocervical_Glandular_Hyperplasia | GYN::Cervix::Neoplastic::Epithelial::Malignant::Endometrioid_Adenocarcinoma_HPV_Independent | GYN::Cervix::Neoplastic::Epithelial::Malignant::HPV_Associated_Adenocarcinoma | GYN::Cervix::Congenital_Structural::Remnant::Mesonephric_Remnants
Gyn_Lecture_4_Cervix_Squamous,Gyn Lecture 4 Cervix Squamous,GYN,gyn_lecture_4_cervix_squamous_v0_1,4,6,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_4_Cervix_Squamous.mp4,GYN::Cervix::Neoplastic::Epithelial::Benign::Endocervical_Glandular_Hyperplasia | GYN::Cervix::Normal_Histology::Metaplasia::Immature_Squamous_Metaplasia | GYN::Cervix::Neoplastic::Epithelial::Precursor::Squamous_Intraepithelial_Lesion | GYN::Vulva::Squamous_Tumors::Squamous_Intraepithelial_Lesions_HPV_associated_of_the_Vulva
Gyn_Lecture_5_Endometrium1,Gyn Lecture 5 Endometrium1,GYN,gyn_lecture_5_endometrium1_v0_1,1,4,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_5_Endometrium1.mp4,GYN::Cervix::Neoplastic::Epithelial::Benign::Endocervical_Glandular_Hyperplasia
Gyn_Lecture_6_Gestational,Gyn Lecture 6 Gestational,GYN,gyn_lecture_6_gestational_v0_1,4,6,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_6_Gestational.mp4,GYN::GTD::Tumor_Like::Molar::Complete_Hydatidiform_Mole | GYN::GTD::Tumor_Like::Molar::Partial_Hydatidiform_Mole | GYN::GTD::Tumor_Like::Non_Neoplastic::Placental_Site_Nodule_and_Plaque | GYN::GTD::GTN::Placental_Site_Trophoblastic_Tumor
Gyn_Lecture_7_Ovary1,Gyn Lecture 7 Ovary1,GYN,gyn_lecture_7_ovary1_v0_1,3,9,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_7_Ovary1.mp4,GYN::Ovary::Mesenchymal::Endometrioid_Stromal_Sarcoma_of_the_Ovary | GYN::Ovary::Serous::Malignant::Low_grade_Serous_Carcinoma_of_the_Ovary | GYN::Fallopian_Tube::Neoplastic::Epithelial::Malignant::Serous_Carcinoma_And_STIC
Gyn_Lecture_8_Ovary2,Gyn Lecture 8 Ovary2,GYN,gyn_lecture_8_ovary2_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_8_Ovary2.mp4,GYN::Ovary::Mesenchymal::Endometrioid_Stromal_Sarcoma_of_the_Ovary
Gyn_Lecture_9_Ovary3,Gyn Lecture 9 Ovary3,GYN,gyn_lecture_9_ovary3_v0_1,3,5,https://storage.googleapis.com/pathology-hub-0/source_videos/Gyn_Lecture_9_Ovary3.mp4,GYN::Ovary::Neoplastic::Epithelial::Borderline::Mucinous_Borderline_Tumor_Intestinal_Type | GYN::Ovary::Mucinous::Malignant::Mucinous_Carcinoma_of_the_Ovary | GYN::Ovary::Neoplastic::Mixed::Malignant::Mucinous_Cystic_Tumor_With_Mural_Nodules
HN_Lecture_0_Grossing1,HN Lecture 0 Grossing1,HN,hn_lecture_0_grossing1_v0_1,3,3,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_0_Grossing1.mp4,HN::Genetics::Hyperparathyroidism_Jaw_Tumor_Syndrome | HN::Soft_Tissue::Smooth_Muscle::Smooth_Muscle_Tumor_Of_Uncertain_Malignant_Potential | HN::Neck_Lymph_Node::Cyst::Thyroglossal_Duct_Cyst
HN_Lecture_0_Grossing2,HN Lecture 0 Grossing2,HN,hn_lecture_0_grossing2_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_0_Grossing2.mp4,HN::Oral::Squamous_Carcinoma::Verrucous_Carcinoma_of_the_Oral::_and_Mobile_Tongue
HN_Lecture_1_Salivary1,HN Lecture 1 Salivary1,HN,hn_lecture_1_salivary1_v0_1,3,3,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_1_Salivary1.mp4,HN::Salivary::Cystadenoma_of_the_Salivary_Glands | HN::Salivary_Gland::Malignant_Tumor::Salivary_Duct_Carcinoma | HN::Nasopharynx::Hamartoma::Salivary_Gland_Anlage_Tumor
HN_Lecture_2_Salivary2,HN Lecture 2 Salivary2,HN,hn_lecture_2_salivary2_v0_1,4,7,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_2_Salivary2.mp4,HN::Salivary_Gland::Malignant_Tumor::Acinic_Cell_Carcinoma | HN::Salivary_Gland::Malignant_Tumor::Adenoid_Cystic_Carcinoma | HN::Salivary_Gland::Malignant_Tumor::Mucoepidermoid_Carcinoma | HN::Salivary_Gland::Malignant_Tumor::Polymorphous_Adenocarcinoma
HN_Lecture_5_Odontogenic,HN Lecture 5 Odontogenic,HN,hn_lecture_5_odontogenic_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_5_Odontogenic.mp4,HN::Odontogenic_Maxillofacial::Benign_Mixed::Odontoma | HN::Odontogenic_Maxillofacial::Jaw_Cyst::Radicular_Cyst
HN_Lecture_6_Oral,HN Lecture 6 Oral,HN,hn_lecture_6_oral_v0_1,3,7,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_6_Oral.mp4,HN::Salivary_Gland::Malignant_Tumor::Intraductal_Carcinoma | HN::Oral_Cavity::Inflammatory::Lichen_Planus | HN::Oral_Cavity::Inflammatory::Pyogenic_Granuloma
HN_Lecture_7_HPV,HN Lecture 7 HPV,HN,hn_lecture_7_hpv_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_7_HPV.mp4,HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Carcinoma::Merkel_Cell_Carcinoma
yt_pathcast_pathboards_high_yield_molecular_pathology_for_bo_8vtubijae2i,#PATHBOARDS High-Yield Molecular Pathology for Boards: Part 2 (Hematolymphoid Tumors) (pathCast),Heme,yt_pathcast_pathboards_high_yield_molecular_pathology_for_bo_8vtubijae2i_v0_1,7,8,https://www.youtube.com/watch?v=8VTUbIjAE2I,Heme::Mature_T_NK_Cell::Anaplastic_Large_Cell::ALK_Positive_Anaplastic_Large_Cell_Lymphoma | Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_CEBPA_Mutation | Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_KMT2A_Rearrangement | Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_MECOM_Rearrangement | Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_NPM1_Mutation | Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_SF3B1_Mutation | Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_FLT3_Rearrangement
Heme_SH_Aggressive_B_Cell,Heme SH Aggressive B Cell,Heme,heme_sh_aggressive_b_cell_v0_1,4,16,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Aggressive_B_Cell.mp4,Heme::Mature_B_Cell::Large_B_Cell::ALK_Positive_Large_B_Cell_Lymphoma | Heme::Mature_B_Cell::Burkitt::Burkitt_Lymphoma | Heme::Mature_B_Cell::Large_B_Cell::DLBCL_High_Grade_With_MYC_And_BCL2_Rearrangements | Heme::Mature_B_Cell::Large_B_Cell::Primary_Mediastinal_Large_B_Cell_Lymphoma
Heme_SH_AML,Heme SH AML,Heme,heme_sh_aml_v0_1,3,5,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_AML.mp4,Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_Myelodysplasia_Related | Heme::Acute_Myeloid_Leukemia::Differentiation_Defined::AML_With_Minimal_Differentiation | Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_NPM1_Mutation
Heme_SH_BM_Failure_Syndromes,Heme SH BM Failure Syndromes,Heme,heme_sh_bm_failure_syndromes_v0_1,3,9,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_BM_Failure_Syndromes.mp4,Heme::Non_Neoplastic::Erythrocyte::Aplastic_Anemia | Heme::Genetics::Fanconi_Anemia | Heme::Non_Neoplastic::Erythrocyte::Paroxysmal_Nocturnal_Hemoglobinuria_PNH
Heme_SH_BM_Systemic_Manifestations,Heme SH BM Systemic Manifestations,Heme,heme_sh_bm_systemic_manifestations_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_BM_Systemic_Manifestations.mp4,Heme::Non_Neoplastic::Bone_Marrow::Paget_Disease | Heme::Non_Neoplastic::Bone_Marrow::Renal_Osteodystrophy
Heme_SH_Histiocytic,Heme SH Histiocytic,Heme,heme_sh_histiocytic_v0_1,7,16,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Histiocytic.mp4,Heme::Histiocytic_Dendritic_Cell::Macrophage::Erdheim_Chester_Disease | Heme::Histiocytic_Dendritic_Cell::Macrophage::Hemophagocytic_Lymphohistiocytosis_HLH | Heme::Histiocytic_Dendritic_Cell::Other_Dendritic::Interdigitating_Dendritic_Cell_Sarcoma | Heme::Histiocytic_Dendritic_Cell::Macrophage::Juvenile_Xanthogranuloma | Heme::Histiocytic_Dendritic_Cell::Langerhans::Langerhans_Cell_Histiocytosis | Heme::Histiocytic_Dendritic_Cell::Langerhans::Langerhans_Cell_Sarcoma | Heme::Histiocytic_Dendritic_Cell::Macrophage::Rosai_Dorfman_Disease
Heme_SH_Hodgkin_NLP,Heme SH Hodgkin NLP,Heme,heme_sh_hodgkin_nlp_v0_1,1,11,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Hodgkin_NLP.mp4,Heme::Hodgkin_Lymphoma::Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma
Heme_SH_Hodgkin_Overview,Heme SH Hodgkin Overview,Heme,heme_sh_hodgkin_overview_v0_1,3,6,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Hodgkin_Overview.mp4,Heme::Hodgkin_Lymphoma::Classic_Hodgkin_Lymphoma | Heme::Mature_B_Cell::Large_B_Cell::Mediastinal_Grey_Zone_Lymphoma | Heme::Hodgkin_Lymphoma::Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma
Heme_SH_Hodgkin_T_NK_Cell_1,Heme SH Hodgkin T NK Cell 1,Heme,heme_sh_hodgkin_t_nk_cell_1_v0_1,3,8,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Hodgkin_T_NK_Cell_1.mp4,Heme::Mature_T_NK_Cell::Anaplastic_Large_Cell::ALK_Positive_Anaplastic_Large_Cell_Lymphoma | Heme::Mature_T_NK_Cell::TFH::Nodal_TFH_Cell_Lymphoma_Angioimmunoblastic_Type | Heme::Mature_T_NK_Cell::Other::Peripheral_T_Cell_Lymphoma_NOS
Heme_SH_Hodgkin_T_NK_Cell_2,Heme SH Hodgkin T NK Cell 2,Heme,heme_sh_hodgkin_t_nk_cell_2_v0_1,5,8,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Hodgkin_T_NK_Cell_2.mp4,Heme::Mature_T_NK_Cell::Anaplastic_Large_Cell::Breast_Implant_Associated_Anaplastic_Large_Cell_Lymphoma | Heme::Mature_T_NK_Cell::EBV_Positive::Extranodal_NK_T_Cell_Lymphoma | Heme::Mature_T_NK_Cell::EBV_Positive::Hydroa_Vacciniforme_Lymphoproliferative_Disorder | Heme::Mature_T_NK_Cell::Intestinal::Monomorphic_Epitheliotropic_Intestinal_T_Cell_Lymphoma | Heme::Mature_T_NK_Cell::EBV_Positive::Systemic_EBV_Positive_T_Cell_Lymphoma_Of_Childhood
Heme_SH_IA_LPD,Heme SH IA LPD,Heme,heme_sh_ia_lpd_v0_1,3,4,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_IA_LPD.mp4,Heme::Immune_Deficiency_Associated::EBV_Positive_Mucocutaneous_Ulcer | Heme::Immune_Deficiency_Associated::HIV_Associated_Lymphoproliferative_Disorder | Heme::Immune_Deficiency_Associated::Polymorphic_Lymphoproliferative_Disorder
Heme_SH_IHC_for_LPD,Heme SH IHC for LPD,Heme,heme_sh_ihc_for_lpd_v0_1,3,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_IHC_for_LPD.mp4,Heme::Mature_B_Cell::Large_B_Cell::DLBCL_High_Grade_With_MYC_And_BCL2_Rearrangements | Heme::Mature_B_Cell::Marginal_Zone::Extranodal_Marginal_Zone_Lymphoma_Of_MALT | Heme::Mature_B_Cell::Large_B_Cell::Primary_Large_B_Cell_Lymphoma_Of_Immune_Privileged_Sites
Heme_SH_MDS_MPN_1,Heme SH MDS MPN 1,Heme,heme_sh_mds_mpn_1_v0_1,3,5,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_MDS_MPN_1.mp4,Heme::Myeloproliferative_Neoplasm::Chronic_Eosinophilic_Leukemia | Heme::Myeloproliferative_Neoplasm::Essential_Thrombocythemia | Heme::Myeloproliferative_Neoplasm::Primary_Myelofibrosis
Heme_SH_MDS_MPN_2,Heme SH MDS MPN 2,Heme,heme_sh_mds_mpn_2_v0_1,3,5,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_MDS_MPN_2.mp4,Heme::Myelodysplastic_Neoplasm::Morphologic_Defined::MDS_Hypoplastic | Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_5q_Deletion | Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_SF3B1_Mutation
Heme_SH_MDS_MPN_3,Heme SH MDS MPN 3,Heme,heme_sh_mds_mpn_3_v0_1,3,7,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_MDS_MPN_3.mp4,Heme::Myeloproliferative_Neoplasm::Chronic_Eosinophilic_Leukemia | Heme::Myelodysplastic_Myeloproliferative_Neoplasm::MDS_MPN_With_SF3B1_Mutation_And_Thrombocytosis | Heme::Myelodysplastic_Neoplasm::Morphologic_Defined::MDS_With_Increased_Blasts
